names,B_A,C_A,D_A,E_A,C_B,D_C,E_D
CYP2R1,1.21E-07,1.19E-19,7.89E-17,0.002888945,0.000822638,0.841319826,5.91E-07
CYP2S1,7.15E-05,0.144771798,0.194252133,0.018708225,0.014749105,0.974398971,0.000548565
CYP2U1,1.92E-05,0.000231536,0.002032658,0.003847119,0.682270505,0.889096161,0.898002684
CYP2W1,0.336286787,0.027769819,0.120773367,0.657795263,0,0,0
CYP3A4,0.031323467,0.020532514,0.001909482,0.019144173,0.911231122,0,0.386522756
CYP3A5,0.456224202,0.645030054,0.523263433,0.030749106,0.839311483,0.972422856,0.006836494
CYP46A1,0.065968042,0.236812498,0.213882491,0.168654681,0,0,0
CYP4F22,0.49213243,5.57E-07,1.69E-07,4.08E-07,3.08E-05,0.959717068,0.907068131
CYP4F29P,0.001006641,2.74E-06,1.76E-06,6.31E-06,0.097461927,0,0.220646805
CYP4F3,0.293031058,0.179534648,0.548582266,5.41E-05,0.833624583,0,0.000217258
CYP4F35P,1.97E-05,7.34E-13,1.97E-13,6.23E-08,0.001157889,0.82466364,0.003322871
CYP4V2,1.02E-16,4.12E-22,9.37E-17,7.70E-25,0.266472291,0.625521745,0.079651997
CYP51A1,0.007106141,7.19E-12,2.72E-09,2.80E-06,0.000237436,0.802944003,0.31775331
CYP51A1.AS1,0.036040266,0.243364619,0.050969715,0.026883927,0.461357555,0,0.842805159
CYREN,2.97E-07,1.30E-08,9.75E-09,0.634111536,0.709300557,0.993052455,1.51E-09
CYRIA,0.002248441,0.061729477,0.049282418,0.726371614,0.329101459,0.981169016,0.030217971
CYRIB,0.039005724,0.000607459,0.005233793,0.026072552,0.300803595,0.876444991,0.681716716
CYSLTR1,0.578624085,0.000661361,0.122988586,0.770436561,0.000234576,0.451262998,0.093432271
CYSLTR2,1.20E-07,1.74E-05,0.002913203,0.152680432,0.44704849,0.657066053,0.197275704
CYSRT1,0.14063654,0.174239825,0.825799952,0.040538078,0.932662892,0,0.030138897
CYSTM1,2.41E-26,5.81E-36,1.04E-34,1.21E-40,0.050244557,0.951151385,0.270546041
CYTH1,2.09E-97,9.38E-107,1.85E-115,6.48E-59,0.47086304,0.803674564,4.70E-10
CYTH2,0.001427382,4.27E-07,1.58E-09,0.227750865,0.139184272,0.787463979,7.61E-06
CYTH3,0.574062068,0.647837743,0.278703374,0.048961083,0.391976332,0.871063754,0.480502645
CYTH4,2.28E-42,3.22E-41,1.65E-45,9.64E-17,0.904098091,0.854930308,4.71E-08
CYTIP,0.000235746,0.000148977,9.25E-05,0.000939682,0.951341382,0.980055209,1.86E-12
CYTOR,6.88E-21,1.01E-18,1.25E-18,3.76E-21,0.701772239,0.996445497,0.62251501
CZIB,5.99E-06,0.124173938,0.044236794,0.552713687,0.009392202,0.918281678,0.013468978
D2HGDH,7.04E-09,9.55E-06,0.000513088,0.000237201,0.298789896,0.791808533,0.884980298
DAAM1,0.994873375,0.000405723,0.030226256,0.106826741,0.001166417,0.637471092,0.000227714
DAAM2,0.159670468,0.05565968,0.001573242,0.020293762,0.719541873,0,0.324699534
DAB2,9.72E-05,0.000790694,0.002736273,4.48E-06,0.624248728,0,0.053572076
DAB2IP,0.478841118,0.589391703,0.199163036,0.015738977,0.282470532,0,0.319925411
DACH1,0.000729219,7.62E-06,3.58E-06,1.79E-05,0.367031306,0.974398971,0.768029651
DACT1,0.282913065,0.001419409,0.008279676,0.560890779,0.082900079,0.902579732,0.072923977
DACT3,6.87E-16,5.18E-11,1.40E-14,8.60E-20,0.127050007,0.630390564,0.127561231
DACT3.AS1,0.585562135,0.00745401,0.226685581,0.785305918,0,0,0
DAD1,2.15E-26,8.30E-17,8.15E-18,3.39E-10,0.057252351,0.956569618,0.047309914
DAG1,5.15E-08,5.34E-11,2.41E-12,1.23E-32,0.413125681,0.92814112,5.50E-06
DAGLA,0.627938755,0.253983803,0.220219795,0.027138189,0.632833804,0.984186652,0.421557238
DAGLB,2.22E-17,9.11E-05,0.001243285,0.034757401,3.63E-05,0.862663113,0.371104158
DALRD3,0.063084205,0.664665514,0.46366069,0.324887609,0.038821764,0.67457124,0.851858823
DANCR,0.012278637,0.025018188,0.569005134,9.37E-20,0.860968036,0.51127111,4.14E-21
DAP,0.070145261,2.46E-08,1.67E-06,0.006921935,0.000881802,0.830784242,0.072781232
DAP3,0.148199802,0.000254872,3.27E-06,7.56E-08,0.070288271,0.785455647,0.584019723
DAPK1,0.441974242,0.346292854,0.022052104,0.008859033,0.126108684,0.632245794,0.807954568
DAPK2,0.107818328,0.278248276,0.323389344,0.952192562,0.69922678,0,0.425866689
DAPK3,6.99E-12,2.23E-13,2.07E-06,0.042205963,0.752660385,0.214129573,0.015258722
DAPP1,0.002825683,2.97E-16,1.25E-12,5.44E-15,2.57E-06,0.759389975,0.585113681
DARS1,4.73E-49,2.03E-68,6.83E-74,5.62E-102,0.01854132,0.857106667,0.002950165
DARS2,3.54E-72,5.79E-110,1.06E-136,1.27E-91,2.85E-05,0.156831355,4.13E-06
DAXX,5.15E-31,4.97E-30,1.39E-26,9.63E-25,0.898882492,0.854866858,0.788075518
DAZAP1,8.17E-10,3.36E-13,5.33E-12,0.000665308,0.405439883,0.936935556,0.001806394
DAZAP2,2.70E-52,9.72E-118,1.60E-133,9.65E-106,1.41E-13,0.590410236,0.015859534
DAZL,2.05E-05,0.068863725,0.000347151,0.086726915,0.033431782,0.481301367,0.104487486
DBF4,1.00E-16,0.757787146,0.015094233,9.04E-09,2.03E-14,0.343900362,0.002824099
DBF4B,2.67E-14,1.97E-43,2.72E-43,9.02E-47,5.73E-10,0.996445497,0.642339801
DBH,5.67E-05,1.50E-05,8.41E-08,2.53E-06,0.835471701,0.734784928,0.566814761
DBH.AS1,1.48E-05,1.09E-08,1.47E-10,2.63E-09,0.265708593,0.840485671,0.702943786
DBI,4.34E-35,8.19E-58,2.30E-57,2.52E-41,0.001221325,0.989138698,0.029008464
DBN1,3.20E-16,6.66E-23,7.04E-16,7.32E-19,0.188173967,0.486884974,0.535989593
DBNDD1,0.00070002,0.323875233,0.008415536,0.7205314,0.038377561,0.518528738,0.004565539
DBNDD2,0.000527402,0.390070907,0.069314937,0.37955051,0.021936634,0.78448056,0.449090074
DBNL,8.11E-11,1.33E-07,5.39E-10,0.508997818,0.358989116,0.795612536,2.03E-07
DBP,5.23E-37,1.83E-40,2.86E-27,2.59E-17,0.635213703,0.210784499,0.036374759
DBR1,6.46E-07,9.83E-08,0.000518679,0.581942178,0.825717038,0.454742689,0.000107608
DBT,7.08E-06,1.13E-10,2.16E-26,1.01E-28,0.107138086,0.005939161,0.716274478
DCAF1,0.002160151,7.56E-07,8.11E-05,0.043148532,0.136650431,0.781817693,0.104694792
DCAF10,0.000145363,1.33E-06,2.96E-07,0.370195899,0.451083552,0.952463798,8.84E-05
DCAF11,0.001983171,0.119115301,0.689286574,0.011084232,9.64E-06,0.709820514,0.005423107
DCAF12,3.90E-59,2.33E-86,4.36E-79,2.38E-59,0.001661107,0.803557836,0.01950226
DCAF13,2.23E-86,3.13E-68,2.71E-63,5.99E-25,0.054528343,0.864869149,4.38E-10
DCAF15,0.007051389,0.017951775,0.294627794,0.000713767,0.825828788,0.657066053,0.038684956
DCAF16,2.01E-15,8.41E-12,3.84E-17,2.07E-13,0.412162338,0.568253222,0.407837625
DCAF17,0.048126809,0.79609967,0.686759646,0.001165691,0.046620427,0.974398971,0.009392655
DCAF4,0.172036734,0.044286202,0.000499807,1.30E-28,0.001520836,0.604279722,2.38E-13
DCAF4L1,0.524059215,0.186973219,0.732484312,0.004826306,0.076317446,0.764647029,0.021135571
DCAF5,2.41E-42,4.69E-63,2.43E-62,1.76E-24,0.007331048,0.981169016,1.54E-09
DCAF6,0.587557257,0.011348559,0.016981276,0.004651566,0.094244774,0.975929573,0.747889571
DCAF7,9.74E-211,1.12E-222,4.15E-240,7.67E-243,0.50114048,0.669754355,0.889495102
DCAF8,0.235011176,0.112464513,0.00238037,0.020612213,0.799076567,0.610138131,0.59272449
DCAKD,0.053267735,1.30E-19,1.65E-28,2.27E-28,3.58E-12,0.374032898,0.983004149
DCBLD1,0.000867998,0.013258066,0.346096515,0.297215773,0.53139915,0.569409862,0.943771795
DCBLD2,0.488999724,0.367378214,0.938971978,0.001519816,0.897390024,0.803557836,0.003902541
DCDC2B,0.233708957,0.436530549,0.594250631,0.896615394,0.763505703,0,0.749647067
DCHS1,2.46E-23,1.32E-15,3.00E-14,2.95E-09,0.105718376,0.936175707,0.171355482
DCK,0.000994172,0.130745277,0.233795461,0.042974082,0.149210604,0.946169969,0.002107992
DCLRE1A,1.93E-72,2.65E-99,6.64E-105,1.74E-113,0.00021923,0.82937969,0.332630447
DCLRE1B,0.003674851,7.11E-13,2.61E-10,3.24E-07,0.000139093,0.814783488,0.336904461
DCLRE1C,0.098142038,0.804003053,0.305571284,0.326968981,0.248692106,0.823434744,0.060466864
DCP1A,3.42E-10,4.59E-18,2.49E-27,6.97E-26,0.051040149,0.357395125,0.840183432
DCP1B,2.16E-17,0.000224583,1.59E-11,1.11E-33,7.97E-06,0.090527611,1.95E-07
DCP2,1.41E-37,3.68E-07,0.000278897,0.05290876,3.21E-13,0.616620351,6.10E-08
DCPS,1.14E-28,1.60E-28,9.61E-28,1.63E-31,0.981703984,0.974398971,0.542836487
DCST1,0.018856042,0.038709634,0.239943498,0.565388612,0.822493544,0,0.63525137
DCST2,2.76E-05,0.003648112,0.001094008,0.196616875,0.228869331,0,0.074924439
DCT,3.66E-07,8.49E-06,5.59E-06,0.003641076,0.310304848,0,0.103790572
DCTD,1.58E-28,2.49E-36,1.85E-27,0.000579702,0.242313351,0.503749165,1.67E-12
DCTN1,0.000367809,0.008934488,0.056080093,0.166282112,0.485040518,0.857106667,0.001597953
DCTN2,3.22E-19,1.03E-16,8.77E-15,7.96E-20,0.647052388,0.904075089,0.265706986
DCTN3,0.002765011,0.057069054,0.000482624,0.514950409,0.408128754,0.557368784,0.010233363
DCTN4,2.68E-17,7.29E-19,1.03E-24,1.84E-05,0.794880547,0.643413366,2.70E-08
DCTN5,1.25E-12,1.15E-14,1.58E-13,1.18E-09,0.676494135,0.943770904,0.300806551
DCTN6,0.00787578,0.00085295,0.000217886,5.59E-06,0.64471168,0.940215245,0.513882184
DCTPP1,1.65E-154,3.09E-169,2.50E-158,1.70E-65,0.324096691,0.789730369,1.58E-22
DCUN1D1,1.29E-08,3.99E-07,4.24E-09,1.62E-12,0.671240269,0.82915497,0.339752005
DCUN1D2,0.230538678,0.735552343,0.003395824,0.001477152,0.178388378,0.046680592,0.860422523
DCUN1D3,0.098221665,0.05227797,0.001879839,2.99E-08,0.000553128,0.706590496,0.024974332
DCUN1D4,0.759454681,0.17510657,0.120199917,0.86696108,0.414831087,0.970296377,0.116670321
DCUN1D5,4.16E-18,5.57E-23,5.87E-16,0.013751042,0.374531058,0.487286954,1.41E-07
DCXR,0.250634212,0.007076119,0.003952188,0.094683265,0.000327336,0.972422856,0.331619696
DDA1,4.94E-10,9.75E-10,2.71E-12,2.19E-34,0.946247578,0.80916136,1.05E-06
DDAH2,1.95E-11,7.43E-08,2.25E-08,7.27E-08,0.298115248,0.969120822,3.63E-27
DDB1,6.68E-125,8.20E-139,1.02E-129,1.37E-86,0.325722362,0.817080506,3.54E-05
DDB2,6.75E-21,1.03E-20,4.03E-25,3.58E-60,0.974732885,0.776854114,1.38E-08
DDC,0.002719679,0.16947947,0.061070659,0.486483991,0.143643387,0,0.29107248
DDHD1,0.003307479,0.023524547,0.008175473,0.718232659,0.632833804,0.936935556,0.004657635
DDHD2,8.42E-15,6.42E-13,4.75E-18,5.78E-07,0.70107746,0.610918375,0.001010956
DDI2,1.59E-11,6.83E-25,8.15E-22,0.002444256,0.001390117,0.851273554,2.73E-10
DDIAS,6.17E-24,1.07E-43,3.80E-44,4.00E-27,0.000464839,0.986468716,0.003075247
DDIT3,3.58E-07,9.90E-14,4.63E-13,0.024070936,0.054091002,0.969871783,4.54E-06
DDIT4,0.000743676,0.80132984,0.687425474,3.37E-06,0.000905948,0.974398971,7.96E-05
DDIT4L,0.390784153,0.625304645,0.619967739,0.055802365,0,0,0
DDN,0.005573142,5.51E-08,5.40E-06,8.02E-06,0.01113914,0.778595045,0.95774003
DDOST,3.21E-18,5.20E-10,6.77E-08,9.17E-09,0.038489825,0.827067387,0.802228122
DDR1,4.66E-08,2.00E-09,1.19E-09,1.40E-11,0.71776777,0.98591738,0.604541277
DDR2,0.735748853,0.035166939,2.79E-05,5.13E-08,0.138691306,0.349466277,0.255099512
DDRGK1,0.163844468,0.554204419,0.700863642,0.579045758,0.544535526,0.754943719,0.898002684
DDT,0.258879967,0.300168823,0.066736286,0.000579366,0.051435347,0.82535314,0.176477753
DDTL,0.467903245,0.655328948,0.971748877,0.111174284,0.844678168,0.922892018,0.144251902
DDX1,9.76E-43,3.66E-37,1.62E-30,0.241069122,0.479903085,0.694684052,9.54E-36
DDX10,2.24E-25,2.57E-11,6.31E-11,4.76E-07,0.00097415,0.977141532,0.223357326
DDX11,0.301832997,0.000794537,0.001656255,0.006541108,0.054338032,0.969362607,0.769301555
DDX11.AS1,0.212066416,0.04335256,0.000482596,8.73E-05,0.534815939,0.513869392,0.701791314
DDX11L1,0.001435885,0.001507697,0.004276822,7.62E-05,0.990987,0.93911627,0.246618658
DDX11L1.1,0.000415,0.000223168,0.000183328,0.002334814,0.90680793,0.992197843,0.549440239
DDX11L1.2,0.554631688,0.011975146,0.110525798,0.034770616,0.112837579,0.794327936,0.70338475
DDX11L1.3,0.003575673,0.000298526,0.013618059,0.000204943,0.497455676,0.955131049,0.199395494
DDX11L1.4,0.166646821,0.010740834,0.004839776,0.022911301,0.372709319,0,0.681459122
DDX11L10,0.000440173,0.000159461,0.000887617,0.008978697,0.867044503,0.918281678,0.584737309
DDX11L9,0.004891489,0.002505016,0.013978145,0.000252052,0.882822204,0,0.235780774
DDX17,0.00025962,0.000231642,0.000959709,5.02E-05,0.994891414,0.936935556,6.66E-13
DDX18,3.34E-41,4.03E-27,5.24E-22,0.147485291,0.025557039,0.735389058,6.88E-15
DDX19A,2.19E-24,1.44E-27,4.48E-21,0.802748965,0.638999473,0.610918375,8.72E-19
DDX19A.DT,0.005019231,1.81E-05,4.61E-05,1.68E-06,0.227472479,0.964423818,0.580066306
DDX19B,0.703914964,0.002256821,0.376229999,0.007312307,0.020505688,0.338126857,0.120813957
DDX20,8.55E-06,2.27E-07,6.26E-12,3.30E-24,0.621355457,0.524357564,0.003278445
DDX21,7.45E-06,0.000137153,0.054606416,0.002468668,0.640584148,0.448723061,1.66E-06
DDX23,8.36E-14,1.58E-11,9.55E-14,0.00168308,0.612571233,0.86036559,8.77E-05
DDX24,5.23E-26,3.23E-23,4.19E-31,1.10E-49,0.668143658,0.535710167,0.004026408
DDX25,0.152975913,0.033232928,0.01760565,0.020558477,0.556076014,0,0.966404064
DDX27,7.72E-05,0.142862629,0.397411841,4.96E-05,0.035674166,0.877379549,2.21E-06
DDX28,0.903450901,0.3406835,0.067048934,7.82E-33,0.520543159,0.120931411,1.35E-22
DDX31,1.66E-18,1.35E-17,8.24E-14,0.149604676,0.877530946,0.757513488,1.29E-08
DDX39A,6.97E-12,4.02E-08,4.85E-05,0.235919456,0.298426841,0.628569768,0.010654244
DDX3X,5.77E-05,1.04E-07,4.40E-10,4.04E-22,0.337571211,0.799909693,0.002139606
DDX3Y,0.000152774,0.630677577,0.620061677,0.593188994,6.89E-05,0.997296932,0.978882793
DDX41,2.71E-25,5.82E-28,3.83E-28,1.19E-26,0.70758053,0.995557066,0.839608101
DDX42,0.864876061,0.951026748,0.051726073,1.70E-05,0.935876183,0.414991579,0.039961844
DDX43,0.615820321,0.957839893,0.062822308,0.988904831,0.730095019,0.429089255,0.090869481
DDX46,6.64E-06,3.92E-11,3.19E-06,0.577226622,0.092092704,0.429034818,5.34E-07
DDX47,0.072538232,1.50E-06,1.42E-09,2.65E-20,0.010178528,0.701361827,0.004559119
DDX49,6.60E-41,1.64E-25,2.36E-23,0.056399373,0.010990056,0.918281678,1.53E-14
DDX5,1.32E-05,3.14E-21,6.88E-36,6.51E-62,4.80E-06,0.11398242,0.000193525
DDX50,0.324794817,0.858940198,0.037063223,7.43E-14,0.331290235,0.27972696,4.63E-07
DDX51,0.087395382,0.689448091,0.014002257,9.01E-12,0.061958685,0.371732943,6.21E-05
DDX52,0.162573295,9.77E-05,0.001541414,0.979246415,0.036014589,0.848760529,0.003474663
DDX54,3.92E-27,1.82E-20,8.34E-18,3.25E-10,0.239011917,0.867237065,0.048577037
DDX55,3.89E-14,3.19E-15,4.52E-10,0.820978259,0.839608608,0.533025781,7.85E-09
DDX56,1.76E-18,2.16E-10,6.01E-10,0.032689506,0.044747425,0.974398971,3.11E-16
DDX58,0.01741621,5.21E-05,0.024135386,0.915286486,0.193222366,0.479245827,0.054152122
DDX59,0.145956632,0.016220571,0.01011529,0.581428089,0.489443506,0.974398971,0.002955282
DDX59.AS1,0.009560559,0.414553971,0.633883732,0.277647032,0.127050007,0,0.62159646
DDX6,3.14E-31,2.06E-27,5.63E-39,3.66E-35,0.581823212,0.343900362,0.626562496
DDX60,0.15230452,0.136029497,0.641301331,0.00397311,0.007342137,0.373264576,0.031072342
DDX60L,3.23E-07,3.54E-10,4.01E-07,7.27E-05,0.392452596,0.713783383,0.392927886
DEAF1,3.87E-07,2.46E-05,0.003365611,0.00101715,0.537266159,0.675940965,0.799741269
DECR1,0.709825685,1.47E-05,2.04E-10,6.41E-18,8.15E-06,0.390053217,0.047364174
DECR2,0.03124743,0.000494393,0.011136282,0.288084193,0.311864039,0.79044349,0.21601889
DEDD,0.230272504,5.37E-05,1.80E-08,8.40E-09,0.015079047,0.561753228,0.928795431
DEDD2,2.06E-83,1.24E-83,5.74E-76,5.00E-95,0.982264837,0.792174359,0.050058862
DEF6,6.37E-11,2.10E-10,7.57E-08,0.131085711,0.909620346,0.788238443,0.000446674
DEF8,0.041653985,0.215339226,0.02709452,7.21E-08,0.002285974,0.785455647,0.004161762
DEFA1,0.004747406,9.69E-06,3.39E-06,1.72E-05,0.172724979,0.968811618,0.825012333
DEFA1B,0.004784415,9.79E-06,3.42E-06,1.73E-05,0.172653263,0.968811618,0.825006229
DEFA3,0.026580908,0.000508213,0.000385615,0.001128509,0.3204825,0.98847726,0.851083942
DEFA4,0.099714126,0.099753325,0.098791299,0.096934641,0,0,0
DEFB131B,0.608447992,0.28760868,0.150729169,0.080031709,0.681671058,0,0.808892785
DEGS1,3.57E-12,0.004507131,0.000101738,9.22E-10,0.000272181,0.7700029,0.053719425
DEGS2,0.004265725,0.019559052,0.002534828,1.68E-05,0.529188265,0,0.034644302
DEK,3.60E-06,1.06E-27,1.57E-26,1.42E-19,8.26E-09,0.960314794,0.193433311
DELE1,3.89E-12,2.40E-09,1.03E-14,1.68E-05,0.481821725,0.493613442,0.001973241
DENND10,0.045157384,0.344537305,0.348904059,0.537439306,0.415099284,0.99954731,0.153907429
DENND11,6.67E-23,4.39E-17,4.53E-14,0.121957947,0.265773209,0.817080506,2.27E-08
DENND1A,7.63E-06,0.043898224,0.027644415,0.677183479,0.036757678,0.972422856,0.012721931
DENND1B,2.30E-12,0.064823006,0.000247645,0.330393736,2.38E-06,0.467436422,0.01657056
DENND1C,1.21E-26,2.65E-19,2.91E-17,6.54E-10,0.181199633,0.908095145,0.053484943
DENND2B,1.70E-08,0.009430617,0.271601087,0.08150306,0.001747922,0.574568112,0.006407966
DENND2C,9.89E-06,0.002315443,2.94E-05,0.129654727,0.270426079,0.723358815,0.015410081
DENND2D,0.80111642,0.695973467,0.019242911,0.002291161,0.929258102,0.145785939,0.591186113
DENND3,2.28E-05,0.574728213,0.409953553,2.47E-08,0.001008461,0.955131049,5.50E-10
DENND4A,0.000173765,0.034440052,1.71E-06,0.04565113,0.193867085,0.201613566,0.01430477
DENND4B,6.88E-07,6.03E-16,6.38E-11,5.22E-09,0.008031851,0.581919943,0.617369675
DENND4C,3.76E-66,3.22E-53,1.80E-49,9.98E-18,0.143594747,0.892544707,4.51E-09
DENND5A,1.46E-62,1.24E-62,2.15E-65,8.56E-52,0.999150542,0.938794266,0.104053402
DENND5B,0.189911173,0.215522665,0.812544142,0.02047064,0.022359055,0,0.054000534
DENND5B.AS1,0.03108367,0.007611358,0.007618147,0.000415923,0.683544292,0,0.378052378
DENND6A,9.63E-147,1.55E-127,1.31E-146,1.45E-137,0.143039945,0.460414473,0.491675844
DENND6B,0.059807256,0.877992534,0.743845751,9.26E-09,0.07303826,0.972422856,2.44E-07
DENR,2.19E-21,5.17E-14,1.60E-14,0.000821355,0.112693599,0.975929573,7.77E-05
DEPDC1,0.013659687,7.75E-21,1.23E-21,1.10E-22,2.32E-31,0.896095547,0.543942332
DEPDC1B,4.90E-18,6.83E-82,2.30E-79,1.94E-74,4.91E-59,0.910379298,0.439576462
DEPDC4,0.922066123,0.032098998,0.010377425,0.001546619,0.043712267,0.92814112,0.635033955
DEPDC5,0.033001335,0.847477792,0.817306876,0.011379081,0.097345422,0.99434401,0.037313362
DEPDC7,0.199028079,0.789597018,0.489573832,0.025808073,0.416135482,0.75936733,0.183494397
DEPP1,0.00587152,0.678620649,0.388775315,0.963216535,0.040969743,0.920105047,0.437037877
DEPTOR,0.011725773,8.54E-06,0.000276176,0.075389335,0.103696994,0.81103886,0.104547281
DERA,0.002993884,1.07E-21,5.68E-40,9.82E-39,1.83E-10,0.020444615,0.876298879
DERL1,0.002396827,0.730614571,0.273583636,0.754733456,0.018751285,0.569384821,0.530856197
DERL2,0.045756203,3.70E-05,3.91E-08,1.29E-19,0.084558168,0.651904996,0.001265941
DERL3,3.48E-12,6.02E-18,5.80E-19,7.66E-20,0.117890601,0.949939313,0.848695794
DESI1,2.11E-51,6.83E-30,2.34E-35,3.80E-05,0.001006373,0.767032334,2.89E-15
DESI2,2.63E-26,1.63E-37,2.58E-32,1.37E-40,0.071658281,0.78718663,0.206660358
DET1,4.44E-14,3.75E-14,3.64E-14,1.33E-14,0.969020259,0.99954731,0.952823185
DEXI,1.86E-23,5.90E-24,1.05E-23,3.69E-11,0.944345319,0.990719577,0.001507847
DFFA,1.30E-27,3.19E-46,2.76E-51,7.25E-32,0.002924083,0.82915497,0.002626402
DFFB,0.133343631,0.043193841,0.027579122,0.002077673,0.727391744,0.972422856,1.99E-07
DGAT1,0.438748924,0.330785828,0.137139066,0.231870013,0.904703847,0.906626636,0.838119225
DGAT2,5.09E-19,6.67E-11,1.83E-14,2.55E-10,0.002339642,0.544516814,0.104284826
DGCR11,0.041644135,0.000552026,2.53E-05,5.43E-13,0.261343947,0.831044725,0.002307283
DGCR2,0.000242395,1.30E-06,1.31E-08,9.63E-24,0.389257366,0.821049672,6.43E-05
DGCR5,0.00494979,0.007936193,0.068340612,0.600302878,0.911957505,0,0.263518224
DGCR6,7.14E-11,4.19E-13,7.47E-11,1.50E-09,0.582472417,0.834654677,0.726087289
DGCR6L,0.000389395,1.02E-05,0.001394907,1.58E-14,0.542180338,0.705542901,3.67E-05
DGCR8,1.08E-16,9.06E-07,0.000231407,0.042490632,0.003330898,0.702852843,2.68E-08
DGKA,3.91E-21,2.08E-45,4.82E-32,6.81E-10,2.78E-05,0.294948633,2.29E-07
DGKD,1.46E-57,3.66E-55,1.69E-47,9.08E-22,0.822011935,0.728462989,7.49E-06
DGKE,0.370972844,0.338887277,0.083441906,3.80E-05,0.976207524,0.830437192,0.036365299
DGKG,0.490034459,0.252682837,0.071984941,0.19796181,0.751307742,0.85773711,0.690747208
DGKH,4.93E-07,0.02262785,0.84598678,0.00296022,0.019677315,0.352511517,0.002962227
DGKI,0.789230263,0.000810722,0.002486664,1.13E-06,0.003002561,0.932745329,0.035440187
DGKQ,3.05E-09,4.35E-27,1.29E-28,2.08E-38,1.30E-05,0.948282433,0.112993429
DGKZ,6.14E-25,1.16E-17,1.07E-18,3.54E-29,0.165771608,0.956878043,0.038898366
DGLUCY,0.000994946,0.053038138,0.253627745,0.543109855,0.292238834,0.827067387,0.68865338
DGUOK,1.11E-20,2.02E-15,3.39E-23,1.73E-21,0.282529497,0.406919053,0.781205763
DGUOK.AS1,0.406181614,1.33E-05,6.32E-08,1.59E-05,0.000409453,0.668456414,0.266506127
DHCR24,1.45E-125,3.54E-168,4.15E-167,5.46E-99,3.90E-05,0.980862884,2.02E-13
DHCR7,1.99E-10,5.33E-44,6.43E-40,3.33E-19,8.62E-13,0.861687664,9.24E-05
DHDDS,3.13E-63,6.73E-63,2.04E-61,4.29E-24,0.976133995,0.967495847,1.51E-10
DHDH,0.001587394,0.375694594,0.507216597,0.000541829,0.048025125,0.963469344,6.36E-05
DHFR,3.81E-05,5.74E-71,2.23E-74,1.04E-46,5.76E-41,0.92814112,0.000429336
DHFR2,5.71E-13,1.26E-12,1.16E-16,2.91E-09,0.94228143,0.701361827,0.033903227
DHODH,1.97E-42,9.55E-34,2.94E-37,2.04E-17,0.209007377,0.869392681,5.41E-05
DHPS,0.017431455,0.397109919,0.405321841,3.39E-05,0.002739484,0.463317996,0.002399103
DHRS1,0.031261656,0.907549753,0.705389955,3.55E-05,0.042507278,0.897790355,1.19E-05
DHRS11,1.60E-13,2.49E-23,9.51E-18,1.12E-13,0.019821743,0.606961529,0.32398145
DHRS12,4.97E-16,1.35E-33,9.50E-28,2.90E-33,0.000217555,0.697024767,0.383091559
DHRS13,0.079810444,0.321948162,0.024814019,0.456197231,0.572236376,0.6822776,0.208038301
DHRS2,0.04335317,2.43E-05,1.38E-05,2.06E-06,0.014966454,0,0.626189437
DHRS3,0.194690323,0.00472928,0.22214965,0.216375517,0.236197134,0.549519018,0.020585062
DHRS4,0.277624991,0.0767269,0.000349326,0.00057745,0.63031113,0.466008663,0.9337235
DHRS4.AS1,2.89E-38,8.40E-37,4.70E-44,4.55E-22,0.857008668,0.627379512,7.57E-06
DHRS4L2,0.900811104,0.034929147,0.000130262,0.000625158,0.048819975,0.506706145,0.78097352
DHRS7,0.586360085,0.585447293,0.075898444,5.65E-09,0.358563009,0.686443614,0.000193539
DHRS7B,3.10E-24,1.53E-28,1.29E-35,1.81E-34,0.438054454,0.567581501,0.869779903
DHRS9,0.744291003,0.642368854,0.660653552,0.603700766,0.930543877,0,0.953390865
DHRSX,4.32E-06,0.000979976,5.63E-06,0.000163209,0.310472155,0.688765797,0.555765124
DHTKD1,0.53602997,2.10E-08,1.05E-06,6.64E-29,4.44E-06,0.851273554,2.52E-09
DHX15,1.23E-19,1.93E-16,4.42E-13,2.52E-05,0.548186892,0.78718663,0.007705032
DHX16,3.97E-21,2.77E-19,2.53E-18,6.31E-11,0.761358921,0.960314794,0.061197044
DHX29,0.033402636,0.133075604,0.641368298,4.17E-05,0.653009375,0.755337451,1.07E-05
DHX30,2.35E-16,2.86E-13,1.88E-10,0.007377589,0.515500093,0.795612536,0.00088613
DHX32,0.004913483,0.00016505,6.21E-06,1.14E-14,0.488481545,0.839107623,0.003463477
DHX33,4.16E-78,4.06E-97,7.42E-78,1.91E-30,0.065468098,0.311403,3.87E-12
DHX34,1.48E-07,0.034929147,0.020009173,2.85E-05,0.006489031,0.96841527,1.95E-10
DHX35,0.01599041,0.005713028,0.057035353,0.115735207,0.825828788,0.808691086,0.000761359
DHX36,0.001509801,0.052933242,0.645011346,7.89E-12,0.340570497,0.586398289,1.08E-12
DHX37,2.01E-13,7.77E-12,3.30E-07,0.258664599,0.735451703,0.506706145,1.37E-09
DHX38,1.05E-12,2.09E-05,1.00E-05,0.022814369,0.014948664,0.974398971,0.067372066
